seriesuid,point_index,nodule_index,z,y,x,rel_z,rel_y,rel_x,grid_h,grid_w,estimated_depth
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,2,0,169.0,96.0,31.0,0.5232198142414861,0.4050632911392405,0.10163934426229508,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,3,0,169.0,101.0,30.0,0.5232198142414861,0.42616033755274263,0.09836065573770492,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,4,0,169.0,98.0,26.0,0.5232198142414861,0.41350210970464135,0.08524590163934426,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,5,1,180.0,129.0,40.173912048339844,0.5572755417956656,0.5443037974683544,0.13171774442078638,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,6,1,180.0,128.0,38.0,0.5572755417956656,0.540084388185654,0.12459016393442623,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,7,1,180.0,127.0,42.0,0.5572755417956656,0.5358649789029536,0.1377049180327869,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,8,1,180.0,131.0,42.0,0.5572755417956656,0.5527426160337553,0.1377049180327869,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,9,1,180.0,129.0,38.0,0.5572755417956656,0.5443037974683544,0.12459016393442623,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,10,2,261.0,182.82608032226562,70.0,0.8080495356037152,0.7714180604315005,0.22950819672131148,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,11,2,261.0,182.0,68.0,0.8080495356037152,0.7679324894514767,0.22295081967213115,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,12,2,261.0,181.0,71.0,0.8080495356037152,0.7637130801687764,0.23278688524590163,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,13,2,261.0,184.0,72.0,0.8080495356037152,0.7763713080168776,0.2360655737704918,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,14,2,261.0,183.0,68.0,0.8080495356037152,0.7721518987341772,0.22295081967213115,238,306,324.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,0,0,204.0,90.01905059814453,67.44761657714844,0.5604395604395604,0.38634785664439714,0.21827707630145127,234,310,365.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,1,0,204.0,89.0,62.0,0.5604395604395604,0.38197424892703863,0.20064724919093851,234,310,365.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,2,0,204.0,85.0,70.0,0.5604395604395604,0.3648068669527897,0.22653721682847897,234,310,365.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,3,0,204.0,95.0,70.0,0.5604395604395604,0.40772532188841204,0.22653721682847897,234,310,365.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,4,0,204.0,90.0,62.0,0.5604395604395604,0.38626609442060084,0.20064724919093851,234,310,365.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,0,0,244.0,121.57142639160156,102.67346954345703,0.7973856209150327,0.5930313482517149,0.3733580710671165,206,276,307.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,1,0,244.0,121.0,99.0,0.7973856209150327,0.5902439024390244,0.36,206,276,307.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,2,0,244.0,118.0,104.0,0.7973856209150327,0.5756097560975609,0.3781818181818182,206,276,307.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,3,0,244.0,124.0,105.0,0.7973856209150327,0.6048780487804878,0.38181818181818183,206,276,307.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,4,0,244.0,122.0,99.0,0.7973856209150327,0.5951219512195122,0.36,206,276,307.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450,0,0,197.0,107.39655303955078,73.39655303955078,0.7086330935251799,0.5479415971405652,0.26689655650745736,197,276,279.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450,1,0,197.0,107.0,70.0,0.7086330935251799,0.5459183673469388,0.2545454545454545,197,276,279.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450,2,0,197.0,104.0,75.0,0.7086330935251799,0.5306122448979592,0.2727272727272727,197,276,279.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450,3,0,197.0,110.0,76.0,0.7086330935251799,0.5612244897959183,0.27636363636363637,197,276,279.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450,4,0,197.0,108.0,70.0,0.7086330935251799,0.5510204081632653,0.2545454545454545,197,276,279.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,0,0,89.0,136.0,170.38157653808594,0.322463768115942,0.7311827956989247,0.6453847596139619,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,1,0,89.0,135.0,166.0,0.322463768115942,0.7258064516129032,0.6287878787878788,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,2,0,89.0,132.0,173.0,0.322463768115942,0.7096774193548387,0.6553030303030303,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,3,0,89.0,140.0,173.0,0.322463768115942,0.7526881720430108,0.6553030303030303,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,4,0,89.0,136.0,166.0,0.322463768115942,0.7311827956989247,0.6287878787878788,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,5,1,137.0,129.5,40.71428680419922,0.4963768115942029,0.696236559139785,0.15422078334923947,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,6,1,137.0,129.0,39.0,0.4963768115942029,0.6935483870967742,0.14772727272727273,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,7,1,137.0,128.0,42.0,0.4963768115942029,0.6881720430107527,0.1590909090909091,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,8,1,137.0,131.0,42.0,0.4963768115942029,0.7043010752688172,0.1590909090909091,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,9,1,137.0,130.0,39.0,0.4963768115942029,0.6989247311827957,0.14772727272727273,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,10,2,206.0,114.28571319580078,217.5,0.7463768115942029,0.6144393182569935,0.8238636363636364,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,11,2,206.0,114.0,216.0,0.7463768115942029,0.6129032258064516,0.8181818181818182,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,12,2,206.0,113.0,218.0,0.7463768115942029,0.6075268817204301,0.8257575757575758,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,13,2,206.0,115.0,219.0,0.7463768115942029,0.6182795698924731,0.8295454545454546,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,14,2,206.0,115.0,216.0,0.7463768115942029,0.6182795698924731,0.8181818181818182,187,265,277.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,0,0,36.0,204.0,201.0,0.1411764705882353,0.9147982062780269,0.6722408026755853,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,1,0,36.0,203.0,197.0,0.1411764705882353,0.9103139013452914,0.6588628762541806,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,2,0,36.0,200.0,203.0,0.1411764705882353,0.8968609865470852,0.6789297658862876,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,3,0,36.0,208.0,203.0,0.1411764705882353,0.9327354260089686,0.6789297658862876,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,4,0,36.0,204.0,197.0,0.1411764705882353,0.9147982062780269,0.6588628762541806,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,5,1,102.0,183.1884002685547,59.18840408325195,0.4,0.8214726469441914,0.19795452870652827,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,6,1,102.0,183.0,55.0,0.4,0.820627802690583,0.18394648829431437,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,7,1,102.0,179.0,61.0,0.4,0.8026905829596412,0.2040133779264214,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,8,1,102.0,187.0,62.0,0.4,0.8385650224215246,0.20735785953177258,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,9,1,102.0,184.0,55.0,0.4,0.8251121076233184,0.18394648829431437,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,10,2,91.0,171.86764526367188,111.14705657958984,0.3568627450980392,0.7707069294335062,0.371729286219364,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,11,2,91.0,171.0,107.0,0.3568627450980392,0.7668161434977578,0.35785953177257523,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,12,2,91.0,169.0,114.0,0.3568627450980392,0.757847533632287,0.38127090301003347,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,13,2,91.0,176.0,113.0,0.3568627450980392,0.7892376681614349,0.3779264214046823,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,14,2,91.0,172.0,107.0,0.3568627450980392,0.7713004484304933,0.35785953177257523,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,15,3,80.0,201.5,222.5,0.3137254901960784,0.9035874439461884,0.7441471571906354,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,16,3,80.0,201.0,219.0,0.3137254901960784,0.9013452914798207,0.7324414715719063,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,17,3,80.0,198.0,224.0,0.3137254901960784,0.8878923766816144,0.7491638795986622,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,18,3,80.0,204.0,225.0,0.3137254901960784,0.9147982062780269,0.7525083612040134,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,19,3,80.0,202.0,219.0,0.3137254901960784,0.905829596412556,0.7324414715719063,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,20,4,43.0,98.04545593261719,287.06817626953125,0.16862745098039217,0.4396657216709291,0.9600942350151547,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,21,4,43.0,97.0,284.0,0.16862745098039217,0.4349775784753363,0.9498327759197325,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,22,4,43.0,95.0,289.0,0.16862745098039217,0.4260089686098655,0.9665551839464883,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,23,4,43.0,101.0,289.0,0.16862745098039217,0.452914798206278,0.9665551839464883,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,24,4,43.0,98.0,284.0,0.16862745098039217,0.43946188340807174,0.9498327759197325,224,300,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,0,0,92.0,87.19047546386719,253.92857360839844,0.4,0.41918497819166917,0.9301412952688587,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,1,0,92.0,87.0,251.0,0.4,0.4182692307692308,0.9194139194139194,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,2,0,92.0,84.0,255.0,0.4,0.40384615384615385,0.9340659340659341,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,3,0,92.0,90.0,256.0,0.4,0.4326923076923077,0.9377289377289377,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,4,0,92.0,88.0,251.0,0.4,0.4230769230769231,0.9194139194139194,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,5,1,71.0,185.5,81.5,0.30869565217391304,0.8918269230769231,0.29853479853479853,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,6,1,71.0,185.0,80.0,0.30869565217391304,0.8894230769230769,0.29304029304029305,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,7,1,71.0,184.0,82.0,0.30869565217391304,0.8846153846153846,0.30036630036630035,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,8,1,71.0,187.0,83.0,0.30869565217391304,0.8990384615384616,0.304029304029304,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,9,1,71.0,186.0,80.0,0.30869565217391304,0.8942307692307693,0.29304029304029305,209,274,231.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,0,0,134.0,50.05479431152344,134.46575927734375,0.4652777777777778,0.21299912472988697,0.43236578545769694,236,312,289.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,1,0,134.0,50.0,130.0,0.4652777777777778,0.2127659574468085,0.4180064308681672,236,312,289.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,2,0,134.0,46.0,136.0,0.4652777777777778,0.19574468085106383,0.43729903536977494,236,312,289.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,3,0,134.0,53.0,138.0,0.4652777777777778,0.225531914893617,0.4437299035369775,236,312,289.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,4,0,134.0,51.0,130.0,0.4652777777777778,0.2170212765957447,0.4180064308681672,236,312,289.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,0,0,188.0,190.64382934570312,185.4383544921875,0.6045016077170418,0.8112503376412898,0.5849790362529574,236,318,312.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,1,0,188.0,190.0,181.0,0.6045016077170418,0.8085106382978723,0.5709779179810726,236,318,312.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,2,0,188.0,187.0,187.0,0.6045016077170418,0.7957446808510639,0.5899053627760252,236,318,312.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,3,0,188.0,194.0,188.0,0.6045016077170418,0.825531914893617,0.5930599369085173,236,318,312.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,4,0,188.0,191.0,181.0,0.6045016077170418,0.8127659574468085,0.5709779179810726,236,318,312.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,0,0,148.0,179.2432403564453,228.2432403564453,0.4668769716088328,0.8260057159283194,0.7710920282312341,218,297,318.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,1,0,148.0,179.0,225.0,0.4668769716088328,0.8248847926267281,0.7601351351351351,218,297,318.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,2,0,148.0,176.0,229.0,0.4668769716088328,0.8110599078341014,0.7736486486486487,218,297,318.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,3,0,148.0,181.0,231.0,0.4668769716088328,0.8341013824884793,0.7804054054054054,218,297,318.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,4,0,148.0,180.0,225.0,0.4668769716088328,0.8294930875576036,0.7601351351351351,218,297,318.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,0,0,83.0,57.693180084228516,92.27556610107422,0.32421875,0.25527955789481643,0.30758522033691404,227,301,257.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,1,0,83.0,57.0,82.0,0.32421875,0.252212389380531,0.2733333333333333,227,301,257.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,2,0,83.0,49.0,97.0,0.32421875,0.2168141592920354,0.3233333333333333,227,301,257.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,3,0,83.0,66.0,98.0,0.32421875,0.2920353982300885,0.32666666666666666,227,301,257.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,4,0,83.0,58.0,82.0,0.32421875,0.25663716814159293,0.2733333333333333,227,301,257.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,0,0,153.0,71.0,15.0,0.5221843003412969,0.3622448979591837,0.053763440860215055,197,280,294.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,1,0,153.0,70.0,13.0,0.5221843003412969,0.35714285714285715,0.04659498207885305,197,280,294.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,2,0,153.0,69.0,16.0,0.5221843003412969,0.3520408163265306,0.05734767025089606,197,280,294.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,3,0,153.0,73.0,16.0,0.5221843003412969,0.37244897959183676,0.05734767025089606,197,280,294.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,4,0,153.0,71.0,13.0,0.5221843003412969,0.3622448979591837,0.04659498207885305,197,280,294.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989,0,0,147.0,49.5,67.16666412353516,0.49830508474576274,0.21521739130434783,0.22094297409057617,231,305,296.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989,1,0,147.0,49.0,64.0,0.49830508474576274,0.21304347826086956,0.21052631578947367,231,305,296.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989,2,0,147.0,47.0,68.0,0.49830508474576274,0.20434782608695654,0.2236842105263158,231,305,296.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989,3,0,147.0,52.0,69.0,0.49830508474576274,0.22608695652173913,0.22697368421052633,231,305,296.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989,4,0,147.0,50.0,64.0,0.49830508474576274,0.21739130434782608,0.21052631578947367,231,305,296.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,0,0,138.0,107.3619613647461,57.444786071777344,0.6052631578947368,0.46882952561024493,0.18650904568758878,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,1,0,138.0,107.0,48.0,0.6052631578947368,0.4672489082969432,0.15584415584415584,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,2,0,138.0,99.0,62.0,0.6052631578947368,0.43231441048034935,0.2012987012987013,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,3,0,138.0,115.0,63.0,0.6052631578947368,0.5021834061135371,0.20454545454545456,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,4,0,138.0,108.0,48.0,0.6052631578947368,0.47161572052401746,0.15584415584415584,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,5,1,48.0,184.68605041503906,245.62791442871094,0.21052631578947367,0.8064893031224413,0.7974932286646459,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,6,1,48.0,184.0,241.0,0.21052631578947367,0.8034934497816594,0.7824675324675324,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,7,1,48.0,180.0,248.0,0.21052631578947367,0.7860262008733624,0.8051948051948052,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,8,1,48.0,189.0,248.0,0.21052631578947367,0.8253275109170306,0.8051948051948052,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,9,1,48.0,185.0,241.0,0.21052631578947367,0.8078602620087336,0.7824675324675324,230,309,229.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,0,0,125.0,147.95199584960938,245.60000610351562,0.49019607843137253,0.651770906826473,0.8132450533228994,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,1,0,125.0,147.0,240.0,0.49019607843137253,0.6475770925110133,0.7947019867549668,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,2,0,125.0,143.0,249.0,0.49019607843137253,0.6299559471365639,0.8245033112582781,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,3,0,125.0,153.0,248.0,0.49019607843137253,0.6740088105726872,0.8211920529801324,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,4,0,125.0,148.0,240.0,0.49019607843137253,0.6519823788546255,0.7947019867549668,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,5,1,82.0,146.5,185.86207580566406,0.3215686274509804,0.6453744493392071,0.6154373371048479,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,6,1,82.0,146.0,182.0,0.3215686274509804,0.6431718061674009,0.6026490066225165,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,7,1,82.0,143.0,188.0,0.3215686274509804,0.6299559471365639,0.6225165562913907,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,8,1,82.0,150.0,188.0,0.3215686274509804,0.6607929515418502,0.6225165562913907,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,9,1,82.0,147.0,182.0,0.3215686274509804,0.6475770925110133,0.6026490066225165,228,303,256.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,0,0,261.0,162.36666870117188,117.63333129882812,0.9094076655052264,0.6468791581719995,0.3758253396128694,252,314,288.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,1,0,261.0,162.0,115.0,0.9094076655052264,0.6454183266932271,0.36741214057507987,252,314,288.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,2,0,261.0,160.0,118.0,0.9094076655052264,0.6374501992031872,0.3769968051118211,252,314,288.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,3,0,261.0,164.0,120.0,0.9094076655052264,0.6533864541832669,0.38338658146964855,252,314,288.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,4,0,261.0,163.0,115.0,0.9094076655052264,0.649402390438247,0.36741214057507987,252,314,288.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,0,0,151.0,168.5,62.5,0.5033333333333333,0.6767068273092369,0.1865671641791045,250,336,301.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,1,0,151.0,168.0,60.0,0.5033333333333333,0.6746987951807228,0.1791044776119403,250,336,301.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,2,0,151.0,166.0,64.0,0.5033333333333333,0.6666666666666666,0.191044776119403,250,336,301.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,3,0,151.0,171.0,64.0,0.5033333333333333,0.6867469879518072,0.191044776119403,250,336,301.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,4,0,151.0,169.0,60.0,0.5033333333333333,0.678714859437751,0.1791044776119403,250,336,301.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,0,0,181.0,34.88888931274414,261.72222900390625,0.5156695156695157,0.1637976024072495,0.8361732556035344,214,314,352.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,1,0,181.0,34.0,260.0,0.5156695156695157,0.1596244131455399,0.8306709265175719,214,314,352.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,2,0,181.0,33.0,263.0,0.5156695156695157,0.15492957746478872,0.8402555910543131,214,314,352.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,3,0,181.0,36.0,263.0,0.5156695156695157,0.16901408450704225,0.8402555910543131,214,314,352.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,4,0,181.0,35.0,260.0,0.5156695156695157,0.1643192488262911,0.8306709265175719,214,314,352.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,0,0,202.0,162.5933074951172,77.85646057128906,0.6332288401253918,0.8049173638372138,0.31393734101326237,203,249,320.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,1,0,202.0,162.0,70.0,0.6332288401253918,0.801980198019802,0.28225806451612906,203,249,320.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,2,0,202.0,156.0,81.0,0.6332288401253918,0.7722772277227723,0.32661290322580644,203,249,320.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,3,0,202.0,169.0,82.0,0.6332288401253918,0.8366336633663366,0.33064516129032256,203,249,320.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,4,0,202.0,163.0,70.0,0.6332288401253918,0.806930693069307,0.28225806451612906,203,249,320.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,0,0,130.0,74.82978820800781,41.021278381347656,0.45614035087719296,0.2946054653858575,0.12779214449017962,255,322,286.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,1,0,130.0,74.0,38.0,0.45614035087719296,0.29133858267716534,0.11838006230529595,255,322,286.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,2,0,130.0,72.0,43.0,0.45614035087719296,0.28346456692913385,0.13395638629283488,255,322,286.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,3,0,130.0,78.0,43.0,0.45614035087719296,0.30708661417322836,0.13395638629283488,255,322,286.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,4,0,130.0,75.0,38.0,0.45614035087719296,0.2952755905511811,0.11838006230529595,255,322,286.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,5,1,71.0,67.5,259.952392578125,0.24912280701754386,0.265748031496063,0.8098205376265576,255,322,286.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,6,1,71.0,67.0,257.0,0.24912280701754386,0.2637795275590551,0.8006230529595015,255,322,286.0
