seriesuid,png,grid,foreground_fraction,foreground_mean,foreground_std,image_p99,z_range,z_std,grad_p95,grad_p99,grad_max,edge_z_std,control_points,control_labels,anchor_labels,control_z_range,pseudo_region_count,qc_badness,qc_rank_worst_no_nodule
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718.npy,0.3922434419454474,0.3429184854030609,0.2212019562721252,0.886274516582489,67.91751098632812,16.4739933013916,0.5601755201816558,0.633691953420639,0.6818860769271851,8.595122337341309,23,15,8,67.0,3,0.1513068821072578,74
1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.103115201714075993579787468219.npy,0.5369928035522891,0.3777239918708801,0.2366760075092315,1.0,65.64833068847656,16.271074295043945,0.5963427066802978,0.6492713272571564,0.6661514043807983,8.406103134155273,18,10,8,65.0,2,0.1475722534855206,75
1.3.6.1.4.1.14519.5.2.1.6279.6001.686193079844756926365065559979,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.686193079844756926365065559979/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.686193079844756926365065559979.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.686193079844756926365065559979/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.686193079844756926365065559979.npy,0.6446491877361799,0.331375241279602,0.2323723286390304,0.921803926229482,47.123260498046875,8.218480110168457,0.6785538971424082,1.9433926236629475,4.396886348724365,4.671567916870117,18,10,8,35.0,2,0.1472218082441223,76
1.3.6.1.4.1.14519.5.2.1.6279.6001.129650136453746261130135157590,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.129650136453746261130135157590/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.129650136453746261130135157590.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.129650136453746261130135157590/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.129650136453746261130135157590.npy,0.5558620361673543,0.2929902374744415,0.2168671935796737,0.945098042488098,61.47296142578125,12.779253005981444,0.6325102567672729,0.8728913211822505,0.9460079669952391,7.441977977752685,18,10,8,60.0,2,0.1451794041845533,77
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171.npy,0.4664874690594059,0.4190132021903991,0.2262999564409256,0.9882352948188782,58.52192687988281,12.209068298339844,0.7791776686906812,1.1032486879825592,1.207395076751709,6.3199896812438965,18,10,8,57.0,2,0.1446784269531567,78
1.3.6.1.4.1.14519.5.2.1.6279.6001.248425363469507808613979846863,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.248425363469507808613979846863/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.248425363469507808613979846863.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.248425363469507808613979846863/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.248425363469507808613979846863.npy,0.5654790333365174,0.3150483965873718,0.2233657538890838,0.95686274766922,65.49615478515625,17.0286922454834,0.4848000630736351,0.5420277869701385,0.5731921195983887,7.981031894683838,18,10,8,65.0,2,0.1431567180169953,79
1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.193721075067404532739943086458.npy,0.5921245021092082,0.3365526497364044,0.2283837795257568,0.9360392194986434,60.63835906982422,11.909850120544434,0.7008527517318726,0.9058202505111694,1.1930358409881592,4.34643030166626,23,15,8,59.0,3,0.1378972733020782,80
1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238.npy,0.6526175687666371,0.3420162498950958,0.2381828278303146,0.9529411792755128,51.69374084472656,13.786663055419922,0.6371061056852341,1.0237161457538615,1.4183748960494995,6.123039245605469,18,10,8,50.0,2,0.13047447299295,81
1.3.6.1.4.1.14519.5.2.1.6279.6001.324649110927013926557500550446,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.324649110927013926557500550446/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.324649110927013926557500550446.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.324649110927013926557500550446/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.324649110927013926557500550446.npy,0.4789711836151464,0.3344804346561432,0.228718027472496,0.9058823585510254,58.1064453125,13.501502990722656,0.4029256865382195,0.6665946167707448,0.8057845234870911,6.078218936920166,18,10,8,58.0,2,0.1303490672171116,82
1.3.6.1.4.1.14519.5.2.1.6279.6001.436403998650924660479049012235,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.436403998650924660479049012235/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.436403998650924660479049012235.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.436403998650924660479049012235/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.436403998650924660479049012235.npy,0.4871566884015016,0.3507832884788513,0.2183505296707153,0.9215686321258544,57.58793640136719,14.678482055664062,0.4536136537790298,0.5195436179637909,0.547175943851471,6.48917293548584,18,10,8,57.0,2,0.125986586842272,83
1.3.6.1.4.1.14519.5.2.1.6279.6001.163217526257871051722166468085,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.163217526257871051722166468085/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.163217526257871051722166468085.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.163217526257871051722166468085/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.163217526257871051722166468085.npy,0.6254798215582529,0.3334619700908661,0.2213738113641739,0.9058823585510254,45.44927215576172,8.31059741973877,0.6285263329744337,1.182140153646469,1.6153841018676758,2.9670324325561523,18,10,8,43.0,2,0.1178063969413439,84
1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.334184846571549530235084187602.npy,0.5797822633398748,0.2976930141448974,0.2172898799180984,0.8274509906768799,50.77752685546875,10.721076965332031,0.4531956762075422,0.5510043632984158,0.5773733258247375,6.853604316711426,18,10,8,50.0,2,0.116389574139648,85
1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.253317247142837717905329340520.npy,0.5787084794718382,0.3271651268005371,0.2352503836154937,0.9647058844566344,38.481048583984375,7.077134132385254,0.6176730185747138,1.5464573991298671,2.4389686584472656,1.8986891508102417,18,10,8,31.0,2,0.114748112171226,86
1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333.npy,0.5363463579591736,0.3625284433364868,0.2184912860393524,0.8588235378265381,51.60803985595703,12.475353240966797,0.4589336588978767,0.5372012108564377,0.5584799647331238,5.09759521484375,18,10,8,51.0,2,0.1134574254519409,87
1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317.npy,0.5432873497831188,0.3233230412006378,0.2417864650487899,0.9960784316062928,43.00111389160156,9.14260959625244,0.5859283000230787,1.1166959357261643,2.0672082901000977,3.388533592224121,23,15,8,39.0,3,0.1126994758738411,88
1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.339039410276356623209709113755.npy,0.5859062776304156,0.3391968011856079,0.2381718754768371,1.0,45.66355895996094,9.1674165725708,0.5606048583984374,0.6445494675636292,0.6809214353561401,6.427513122558594,23,15,8,45.0,3,0.1097257781214184,89
1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.297251044869095073091780740645.npy,0.5432365145228216,0.3453337252140045,0.2100895792245865,0.929411768913269,44.26341247558594,10.20753574371338,0.4191078126430512,0.7673262834548947,0.979597806930542,5.700472831726074,23,15,8,43.0,3,0.1094598600334591,90
1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647.npy,0.5480126096491228,0.3343802690505981,0.2237393409013748,0.8823529481887817,43.7431640625,10.53355884552002,0.4880641594529152,0.7615707224607478,0.8604576587677002,4.9905853271484375,23,15,8,43.0,3,0.1068425847272078,91
1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.252709517998555732486024866345.npy,0.4917987771390912,0.3556403517723083,0.2427822947502136,1.0,47.14892578125,12.259587287902832,0.4849777966737747,0.5568928569555283,0.5761258602142334,5.183490753173828,18,10,8,47.0,2,0.1068071970178021,92
1.3.6.1.4.1.14519.5.2.1.6279.6001.957384617596077920906744920611,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.957384617596077920906744920611/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.957384617596077920906744920611.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.957384617596077920906744920611/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.957384617596077920906744920611.npy,0.5512362246601774,0.3120039701461792,0.2262704819440841,0.901960790157318,47.01683807373047,10.89252758026123,0.3841475248336792,0.4387097507715225,0.6341527104377747,6.323036193847656,18,10,8,46.0,2,0.1055738808545801,93
1.3.6.1.4.1.14519.5.2.1.6279.6001.285926554490515269336267972830,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.285926554490515269336267972830/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.285926554490515269336267972830.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.285926554490515269336267972830/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.285926554490515269336267972830.npy,0.5713783275726154,0.3316996395587921,0.2303456962108612,0.91372549533844,38.45222473144531,7.079006195068359,0.6155977487564093,1.1178259778022774,2.0465986728668213,3.3629236221313477,28,20,8,30.0,4,0.1050949841578801,94
1.3.6.1.4.1.14519.5.2.1.6279.6001.246178337114401749164850220976,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.246178337114401749164850220976/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.246178337114401749164850220976.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.246178337114401749164850220976/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.246178337114401749164850220976.npy,0.4429732921511627,0.3060540854930877,0.2247791737318039,0.8823529481887817,46.598785400390625,11.323481559753418,0.4088781237602231,0.451601787507534,0.4939033687114715,5.417365550994873,18,10,8,46.0,2,0.1032512860725323,95
1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551.npy,0.4966591255853106,0.3174173533916473,0.2234207838773727,0.8627451062202454,41.879150390625,9.431323051452637,0.4486834764480586,0.7618820410966873,1.212497353553772,3.8419716358184814,23,15,8,40.0,3,0.1011927599635389,96
1.3.6.1.4.1.14519.5.2.1.6279.6001.811825890493256320617655474043,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.811825890493256320617655474043/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.811825890493256320617655474043.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.811825890493256320617655474043/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.811825890493256320617655474043.npy,0.5802837624802942,0.3560625910758972,0.2388364821672439,0.9843137264251708,38.48136901855469,9.218549728393556,0.5780552625656123,0.7160676288604737,0.796811044216156,6.742548942565918,33,25,8,38.0,5,0.1006010859913296,97
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395.npy,0.6138810641627543,0.3014649152755737,0.2325844019651413,0.9333333373069764,33.37077331542969,5.779306888580322,0.4017322048544878,1.1352405190467842,2.0438430309295654,3.5023162364959717,18,10,8,30.0,2,0.0974580960671107,98
1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.140527383975300992150799777603.npy,0.4845733472667158,0.3888948261737823,0.2400025576353073,1.0,37.9854736328125,7.488173484802246,0.5519632220268246,0.9497673821449274,1.1532983779907229,2.3430702686309814,18,10,8,36.0,2,0.0970089670048819,99
1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014.npy,0.5724882629107981,0.3052709996700287,0.2331544309854507,0.886274516582489,41.052032470703125,8.607325553894043,0.5098512351512908,0.6144169056415567,0.7825336456298828,3.689812421798706,18,10,8,40.0,2,0.0950521444466379,100
1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059.npy,0.5433444698435027,0.2904700040817261,0.2203279882669448,0.9090588289499192,37.136138916015625,7.74143648147583,0.3039994239807129,0.5970101654529583,1.8136141300201416,4.880513668060303,23,15,8,32.0,3,0.0906494557526376,101
1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.622243923620914676263059698181.npy,0.6378674857393594,0.3411229848861694,0.236351728439331,1.0,37.334129333496094,8.923599243164062,0.2936579495668411,0.4096579936146735,0.4618412256240845,5.954376220703125,18,10,8,37.0,2,0.0877452358547184,102
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.npy,0.6400822307732855,0.3083595931529999,0.2245417088270187,0.9607843160629272,34.11882019042969,7.320253372192383,0.3904881075024604,0.8216232252120969,1.1561381816864014,2.165029525756836,18,10,8,32.0,2,0.0863245737976497,103
1.3.6.1.4.1.14519.5.2.1.6279.6001.328695385904874796172316226975,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.328695385904874796172316226975/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.328695385904874796172316226975.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.328695385904874796172316226975/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.328695385904874796172316226975.npy,0.566573902288188,0.3200138807296753,0.2266849726438522,0.8980392217636108,38.34892272949219,8.173575401306152,0.4218229591846464,0.493819333910942,0.5188860297203064,3.32633638381958,18,10,8,38.0,2,0.0861213098638587,104
1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898.npy,0.6227488151658768,0.35321244597435,0.2414542585611343,0.9686274528503418,38.707763671875,9.79225730895996,0.3853742882609367,0.4451971897482871,0.4807884097099304,3.5457890033721924,18,10,8,38.0,2,0.0857483862641784,105
1.3.6.1.4.1.14519.5.2.1.6279.6001.296863826932699509516219450076,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.296863826932699509516219450076/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.296863826932699509516219450076.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.296863826932699509516219450076/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.296863826932699509516219450076.npy,0.5895682488602842,0.3521429598331451,0.2397541254758834,0.9647058844566344,37.59715270996094,8.261245727539062,0.3372755646705627,0.4642843931913375,0.8948813080787659,3.536884069442749,23,15,8,36.0,3,0.0844501953555477,106
1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095.npy,0.5910178049428647,0.3286921679973602,0.2253980785608291,0.9058823585510254,27.091827392578125,4.909880638122559,0.3649559035897251,1.1173020160198213,3.651590347290039,2.452749729156494,18,10,8,16.0,2,0.0841226610885726,107
1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098.npy,0.5656316590563166,0.3432449102401733,0.2322998642921447,0.9647058844566344,32.82281494140625,6.073047161102295,0.4450218454003333,0.7297815161943436,0.8521828055381775,3.0481693744659424,18,10,8,32.0,2,0.0833718467758761,108
1.3.6.1.4.1.14519.5.2.1.6279.6001.319009811633846643966578282371,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.319009811633846643966578282371/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.319009811633846643966578282371.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.319009811633846643966578282371/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.319009811633846643966578282371.npy,0.5940519323671497,0.3632986843585968,0.2404890954494476,1.0,33.329254150390625,8.280503273010254,0.3780087068676949,0.474091672301293,0.5218886137008667,5.693939685821533,18,10,8,33.0,2,0.0824247063881821,109
1.3.6.1.4.1.14519.5.2.1.6279.6001.669518152156802508672627785405,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.669518152156802508672627785405/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.669518152156802508672627785405.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.669518152156802508672627785405/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.669518152156802508672627785405.npy,0.2643176582192709,0.3531191349029541,0.2338590621948242,0.8823529481887817,12.48369598388672,2.9073853492736816,0.1594745561480522,0.3223788416385652,1.298223614692688,0.9818443655967712,13,5,8,4.0,1,0.0816207397507109,110
1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.300271604576987336866436407488.npy,0.5383299798792757,0.328414112329483,0.2418588995933532,0.9333333373069764,35.83892822265625,8.533356666564941,0.3240484118461608,0.4024167907238007,0.9956212043762208,3.587200403213501,18,10,8,34.0,2,0.07977560721106,111
1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532/surface_1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532.png,outputs/luna16_saliency_synthetic_gt/1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532/surface_grid_float_1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532.npy,0.5705587477241021,0.3530941009521484,0.2188091725111007,0.9254902005195618,30.05272674560547,3.6031455993652344,0.2588091760873793,0.8085420310497285,3.675999164581299,2.10219407081604,18,10,8,22.0,2,0.0790156812204255,112
