seriesuid,region_index,group,status,rel_z,rel_y,rel_x,z_span,y_span,x_span
1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696,0,with_nodules_real,with_nodules,0.6594528315015507,0.32617838903126983,0.249236641221374,0.0,2.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696,1,with_nodules_real,with_nodules,0.9999546203160767,0.7195068824109693,0.42862595419847327,0.0,2.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766,0,with_nodules_real,with_nodules,0.3545423958554264,0.5820638845632742,0.9567533689965891,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766,1,with_nodules_real,with_nodules,0.9952816654736669,0.5010048531197212,0.7309734513274335,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,0,with_nodules_real,with_nodules,0.8618554033145029,0.23332814120790032,0.7762589928057555,0.0,20.0,17.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,1,with_nodules_real,with_nodules,0.9510128588297964,0.5082659634676847,0.8881294964028775,0.0,6.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,2,with_nodules_real,with_nodules,0.5250383491456168,0.09234449760765549,0.353812951835797,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,3,with_nodules_real,with_nodules,0.445787277576467,0.39952153110047844,0.9147482014388488,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,4,with_nodules_real,with_nodules,0.584476652822479,0.2273410815371281,0.733093525179856,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,0,without_nodules_pseudo,without_nodules,0.5042339561798611,0.8465346534653465,0.3059210526315789,0.0,16.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,1,without_nodules_pseudo,without_nodules,0.7912594389283976,0.6653465346534654,0.15460526315789475,4.0,40.0,25.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,2,without_nodules_pseudo,without_nodules,0.9842258952356906,0.400990099009901,0.3421052631578948,0.0,32.0,32.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,3,without_nodules_pseudo,without_nodules,0.7951381616682426,0.37623762376237624,0.8519736842105262,0.0,16.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,4,without_nodules_pseudo,without_nodules,0.4935674686452872,0.8158415841584159,0.6486842105263158,1.0,28.0,28.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,5,without_nodules_pseudo,without_nodules,0.9347721803026656,0.19702970297029704,0.3782894736842105,1.0,31.0,40.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,6,without_nodules_pseudo,without_nodules,0.67877647947289,0.8841584158415842,0.7592105263157893,0.0,11.0,18.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,7,without_nodules_pseudo,without_nodules,0.403387164943889,0.5960396039603961,0.656578947368421,1.0,20.0,17.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,8,without_nodules_pseudo,without_nodules,0.7805929513938235,0.2326732673267327,0.2828947368421052,0.0,16.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139,0,with_nodules_real,with_nodules,0.9710698273350851,0.8613507166857968,0.7554863962186437,0.0,12.0,12.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056,0,with_nodules_real,with_nodules,0.9727775830331392,0.23414055153175636,0.24298891375954002,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055,0,with_nodules_real,with_nodules,0.9965352105139219,0.6726997593470981,0.23285162139357185,0.0,14.0,13.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055,1,with_nodules_real,with_nodules,0.8930698061436239,0.7749206397646949,0.2974658845600329,0.0,2.0,2.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280,0,with_nodules_real,with_nodules,0.9770276900739244,0.46170212765957447,0.6491124260355029,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.150684298696437181894923266019,0,with_nodules_real,with_nodules,0.9726832493758307,0.25,0.20362116991643459,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.151669338315069779994664893123,0,without_nodules_pseudo,without_nodules,0.41786463706163984,0.5,0.8455882352941175,0.0,38.0,38.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.151669338315069779994664893123,1,without_nodules_pseudo,without_nodules,0.9908034838772661,0.8554455445544555,0.34338235294117647,3.0,18.0,24.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034,0,with_nodules_real,with_nodules,0.9442603741533151,0.2755905511811024,0.25993690851735013,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034,1,with_nodules_real,with_nodules,0.7721024053850312,0.5561023622047243,0.7929022082018927,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034,2,with_nodules_real,with_nodules,0.20345941763524472,0.5888888862189345,0.9402383413224566,0.0,3.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034,3,with_nodules_real,with_nodules,0.5842937121832669,0.19203849552184576,0.21619347894229346,0.0,2.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.152684536713461901635595118048,0,without_nodules_pseudo,without_nodules,0.9741451971026791,0.846774193548387,0.3044776119402985,0.0,32.0,32.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.152706273988004688708784163325,0,without_nodules_pseudo,without_nodules,0.9724774465596966,0.9114754098360656,0.6980056980056981,0.0,24.0,32.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,0,without_nodules_pseudo,without_nodules,0.9907448663925347,0.8537735849056605,0.7157190635451505,0.0,16.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,1,without_nodules_pseudo,without_nodules,0.6935214064747743,0.7311320754716981,0.6454849498327759,0.0,28.0,28.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,0,with_nodules_real,with_nodules,0.9964630287703653,0.5761347672745988,0.6380618572235107,0.0,11.0,10.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,1,with_nodules_real,with_nodules,0.4926334074819783,0.277056134198163,0.8624098539352417,0.0,10.0,9.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,2,with_nodules_real,with_nodules,0.5486144765140213,0.4583783783783784,0.8309518933296204,0.0,8.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,3,with_nodules_real,with_nodules,0.694165255997333,0.31629343806086363,0.727946424484253,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,4,with_nodules_real,with_nodules,0.809859465330222,0.5986872575089739,0.183984375,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153646219551578201092527860224,0,with_nodules_real,with_nodules,0.9716092711253108,0.14272606321670467,0.26225369317190983,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,0,with_nodules_real,with_nodules,0.9997475248865368,0.7145791039100061,0.3062597706831621,0.0,14.0,11.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819,1,with_nodules_real,with_nodules,0.8369979278119845,0.4980769230769231,0.7910681455833477,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.153985109349433321657655488650,0,with_nodules_real,with_nodules,0.9770933560501236,0.5166590057643113,0.3493519505222996,0.0,20.0,18.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,0,with_nodules_real,with_nodules,0.9748746794326084,0.2936370773695002,0.28201857622931986,0.0,13.0,12.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280,0,with_nodules_real,with_nodules,0.9570008873046267,0.32075163523356115,0.1004023760071795,0.0,2.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280,1,with_nodules_real,with_nodules,0.9972956615069268,0.9179629573115596,0.21928338662809194,0.0,2.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280,2,with_nodules_real,with_nodules,0.8864850324506015,0.7546296296296297,0.10446445576919408,0.0,3.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966,0,with_nodules_real,with_nodules,0.9998099050447162,0.6266599214993991,0.24887417420646213,0.0,6.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966,1,with_nodules_real,with_nodules,0.5826230381915253,0.2663967611336032,0.8727325035246792,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966,2,with_nodules_real,with_nodules,0.7049019474415985,0.7512465380464006,0.8578598729822019,0.0,3.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966,3,with_nodules_real,with_nodules,0.8056022256475412,0.21781376518218623,0.2801324503311258,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966,4,with_nodules_real,with_nodules,0.43157262088261134,0.7248668222774862,0.8960264900662253,0.0,3.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966,5,with_nodules_real,with_nodules,0.9063025038534838,0.811821867290296,0.163973508923259,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,0,with_nodules_real,with_nodules,0.6473815775030076,0.4135021097046413,0.09311475409836065,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,1,with_nodules_real,with_nodules,0.6895188399440317,0.5434599156118143,0.13126158167104252,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474,2,with_nodules_real,with_nodules,0.9998023179188461,0.7703173673605617,0.22885245901639345,0.0,3.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,0,without_nodules_pseudo,without_nodules,0.975004355354691,0.33031674208144796,0.715625,0.0,28.0,28.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,0,without_nodules_pseudo,without_nodules,0.9727964276067016,0.7952380952380952,0.759581881533101,0.0,32.0,32.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,0,without_nodules_pseudo,without_nodules,0.7013276169457747,0.26639344262295084,0.2787878787878788,0.0,22.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.156821379677057223126714881626,1,without_nodules_pseudo,without_nodules,0.9938814228717264,0.6418032786885246,0.6175757575757576,3.0,36.0,38.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159521777966998275980367008904,0,without_nodules_pseudo,without_nodules,0.9727122653226363,0.6108108108108108,0.8272058823529411,0.0,30.0,30.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159665703190517688573100822213,0,without_nodules_pseudo,without_nodules,0.6942445409825658,0.616580310880829,0.19047619047619047,0.0,36.0,36.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159665703190517688573100822213,1,without_nodules_pseudo,without_nodules,0.5984866732608326,0.7720207253886011,0.707482993197279,0.0,20.0,20.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159665703190517688573100822213,2,without_nodules_pseudo,without_nodules,0.9815181441477654,0.6528497409326425,0.34353741496598633,0.0,22.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159665703190517688573100822213,3,without_nodules_pseudo,without_nodules,0.493153018766926,0.7150259067357513,0.17346938775510207,0.0,28.0,28.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,0,with_nodules_real,with_nodules,0.9749211292401213,0.38542407776664767,0.21452920166805725,0.0,10.0,8.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160124400349792614505500125883,0,with_nodules_real,with_nodules,0.9772116135692166,0.5917770013576601,0.37067161421342326,0.0,6.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160216916075817913953530562493,0,without_nodules_pseudo,without_nodules,0.9421855771282817,0.8441558441558442,0.7345132743362832,0.0,22.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160216916075817913953530562493,1,without_nodules_pseudo,without_nodules,0.9910396440904886,0.8614718614718615,0.6460176991150444,0.0,18.0,18.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.160586340600816116143631200450,0,with_nodules_real,with_nodules,0.9748537767509017,0.5473434214689293,0.2650156749378551,0.0,6.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,0,without_nodules_pseudo,without_nodules,0.9820172290559382,0.5509259259259259,0.22950819672131145,0.0,34.0,34.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,1,without_nodules_pseudo,without_nodules,0.8622111271111137,0.6629629629629629,0.1521311475409836,2.0,36.0,24.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161002239822118346732951898613,2,without_nodules_pseudo,without_nodules,0.9918374013464977,0.33796296296296297,0.19672131147540983,0.0,24.0,24.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,0,with_nodules_real,with_nodules,0.4319168781806705,0.7301075268817205,0.642713315559156,0.0,8.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,1,with_nodules_real,with_nodules,0.664860812480358,0.696236559139785,0.1535714293971206,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161067514225109999586362698069,2,with_nodules_real,with_nodules,0.9997177180361587,0.6142857131137642,0.8231060606060605,0.0,2.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551,0,without_nodules_pseudo,without_nodules,0.4911985667345185,0.8631578947368421,0.33716012084592145,0.0,27.0,32.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551,1,without_nodules_pseudo,without_nodules,0.5702898613782121,0.7894736842105263,0.7945619335347432,0.0,32.0,32.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161073793312426102774780216551,2,without_nodules_pseudo,without_nodules,0.9948852326233043,0.3991228070175438,0.7522658610271902,0.0,26.0,26.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161633200801003804714818844696,0,without_nodules_pseudo,without_nodules,0.9644198326703448,0.8434782608695652,0.7846666666666666,2.0,23.0,21.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317,0,without_nodules_pseudo,without_nodules,0.6097743578871394,0.6717948717948717,0.8706293706293706,0.0,18.0,18.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317,1,without_nodules_pseudo,without_nodules,0.9908833315666016,0.4153846153846154,0.8496503496503497,0.0,22.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161821150841552408667852639317,2,without_nodules_pseudo,without_nodules,0.6696629108939121,0.8461538461538461,0.7342657342657343,0.0,16.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,0,with_nodules_real,with_nodules,0.3527895249460359,0.9139013452914799,0.6695652173913043,0.0,8.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,1,with_nodules_real,with_nodules,0.999570320680435,0.8216936325278518,0.1954437485506702,0.0,8.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,2,with_nodules_real,with_nodules,0.8917735213913683,0.7711817446310958,0.369329134835846,0.0,7.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,3,with_nodules_real,with_nodules,0.783976722102302,0.9026905829596412,0.7421404682274246,0.0,6.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.161855583909753609742728521805,4,with_nodules_real,with_nodules,0.4213874881299873,0.43860579007409617,0.9585740309495192,0.0,6.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059,0,without_nodules_pseudo,without_nodules,0.9925443092243922,0.5907473309608541,0.7624309392265193,0.0,36.0,36.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059,1,without_nodules_pseudo,without_nodules,0.8208609692504434,0.8042704626334519,0.7375690607734806,0.0,22.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059,2,without_nodules_pseudo,without_nodules,0.8423213867471869,0.37722419928825623,0.22099447513812157,0.0,18.0,18.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,0,with_nodules_real,with_nodules,0.9916252380151581,0.4194139187152569,0.928152801178314,0.0,6.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,1,with_nodules_real,with_nodules,0.7652759989030025,0.8918269230769231,0.2978021978021978,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162718361851587451505896742103,0,with_nodules_real,with_nodules,0.9768779414270845,0.2128125909034242,0.4298815172201567,0.0,7.0,8.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,0,with_nodules_real,with_nodules,0.9757709476133156,0.8107607058261304,0.5819800343799291,0.0,7.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.162901839201654862079549658100,0,with_nodules_real,with_nodules,0.9714440755483306,0.8251089772870465,0.7690832705111117,0.0,5.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163217526257871051722166468085,0,without_nodules_pseudo,without_nodules,0.783880863326089,0.6693227091633466,0.24262295081967214,0.0,24.0,24.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163217526257871051722166468085,1,without_nodules_pseudo,without_nodules,0.9766148737585587,0.4047808764940239,0.3442622950819672,4.0,29.0,20.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,0,with_nodules_real,with_nodules,0.975037497215997,0.2545957345878128,0.3008503774007162,0.0,17.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163931625580639955914619627409,0,without_nodules_pseudo,without_nodules,0.9684255088536545,0.2844221105527638,0.8090225563909774,4.0,40.0,26.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.163994693532965040247348251579,0,with_nodules_real,with_nodules,0.969692280822351,0.3612244897959184,0.05232974910394265,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.164790817284381538042494285101,0,without_nodules_pseudo,without_nodules,0.9622742695265512,0.8948979591836735,0.6742857142857143,3.0,15.0,25.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.164988920331211858091402361989,0,with_nodules_real,with_nodules,0.9724585593392711,0.21521739130434786,0.21853070008127312,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,0,with_nodules_real,with_nodules,0.9973733389826359,0.4684383942050184,0.18080830264401127,0.0,16.0,15.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586,1,with_nodules_real,with_nodules,0.34691246573309076,0.8058393453406454,0.7945635807978643,0.0,9.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167500254299688235071950909530,0,without_nodules_pseudo,without_nodules,0.49382592618458626,0.8556962025316457,0.36448087431693993,3.0,26.0,28.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167500254299688235071950909530,1,without_nodules_pseudo,without_nodules,0.6978745154832389,0.8438818565400844,0.371584699453552,0.0,22.0,22.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167500254299688235071950909530,2,without_nodules_pseudo,without_nodules,0.32945345147178284,0.5654008438818565,0.8114754098360656,0.0,16.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,0,with_nodules_real,with_nodules,0.9984432232311606,0.6510590271802725,0.8096688782142486,0.0,10.0,9.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,1,with_nodules_real,with_nodules,0.6549787544396414,0.6453744493392071,0.6131536925865324,0.0,7.0,6.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,0,with_nodules_real,with_nodules,0.999806174952707,0.6465073057379855,0.3742066014688998,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,0,with_nodules_real,with_nodules,0.9737984910945965,0.6767068273092369,0.1853731343283582,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168605638657404145360275453085,0,with_nodules_real,with_nodules,0.9705301876044923,0.1623369852701823,0.8356052581494608,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168737928729363683423228050295,0,with_nodules_real,with_nodules,0.9736472681841514,0.8045478292030863,0.3071423069123299,0.0,13.0,12.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,0,with_nodules_real,with_nodules,0.9995851331234595,0.2943541639433132,0.12649300833728827,0.0,6.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,1,with_nodules_real,with_nodules,0.5459272650135817,0.26574803149606296,0.8080700265284267,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,2,with_nodules_real,with_nodules,0.8842483869938296,0.5678740133450726,0.12492211838006231,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,3,with_nodules_real,with_nodules,0.6535748947345696,0.49833256278451027,0.8980758714527356,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168833925301530155818375859047,4,with_nodules_real,with_nodules,0.8919375034024716,0.813123363584984,0.7571651090342679,0.0,3.0,2.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739,0,with_nodules_real,with_nodules,0.8477829029669464,0.7540223787268813,0.7762740998578495,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739,1,with_nodules_real,with_nodules,0.9983759186255486,0.7356521793287627,0.2479289940828402,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739,2,with_nodules_real,with_nodules,0.5800619862405423,0.9448707424864476,0.3212228808882674,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.168985655485163461062675655739,3,with_nodules_real,with_nodules,0.8868255366562137,0.42256029401506695,0.1627756852370042,0.0,3.0,2.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,0,with_nodules_real,with_nodules,0.9973894947636002,0.6222214459358377,0.5953067221292635,0.0,18.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,1,with_nodules_real,with_nodules,0.6438372484854583,0.6576778070977393,0.8271777083234089,0.0,5.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,2,with_nodules_real,with_nodules,0.22701775813649108,0.7297872340425531,0.21067073170731704,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,3,with_nodules_real,with_nodules,0.8336389806979344,0.4288587984125665,0.6762749462592893,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,4,with_nodules_real,with_nodules,0.3312226307237329,0.5343735195728059,0.9361449823146912,0.0,3.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,5,with_nodules_real,with_nodules,0.8187525703283285,0.7957446808510639,0.28445121951219515,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,6,with_nodules_real,with_nodules,0.8559685962523436,0.6968665329953457,0.35986696103724036,0.0,2.0,2.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512,0,with_nodules_real,with_nodules,0.9995129548356841,0.6888888888888889,0.30752708978328175,0.0,4.0,5.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512,1,with_nodules_real,with_nodules,0.7487260679860034,0.48842592592592593,0.14860681114551083,0.0,3.0,2.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264,0,with_nodules_real,with_nodules,0.894926652724054,0.7445622176069269,0.7959116406539781,0.0,17.0,16.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264,1,with_nodules_real,with_nodules,0.9981874203460602,0.252428218296596,0.44297192853706885,0.0,10.0,10.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264,2,with_nodules_real,with_nodules,0.988353061524917,0.17176651141610563,0.6541147384869946,0.0,6.0,7.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.170825539570536865106681134236,0,without_nodules_pseudo,without_nodules,0.9909278650092999,0.5822916666666667,0.8367647058823529,4.0,24.0,17.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.170825539570536865106681134236,1,without_nodules_pseudo,without_nodules,0.8228397458114524,0.22916666666666666,0.7352941176470589,0.0,40.0,40.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521,0,with_nodules_real,with_nodules,0.9682399626119448,0.674793388429752,0.44839650145772597,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.170921541362033046216100409521,1,with_nodules_real,with_nodules,0.8594489555768948,0.7335743801652892,0.4593294460641399,0.0,3.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.171177995014336749670107905732,0,with_nodules_real,with_nodules,0.9712001492154055,0.8076397572393003,0.8383177570093459,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574,0,with_nodules_real,with_nodules,0.9716006417301601,0.8827906976744186,0.6498489425981873,0.0,4.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095,0,without_nodules_pseudo,without_nodules,0.9344293094499252,0.8786729857819905,0.31236749116607776,1.0,17.0,27.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095,1,without_nodules_pseudo,without_nodules,0.998091352472495,0.5497630331753555,0.22968197879858657,0.0,36.0,36.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.171919524048654494439256263785,0,without_nodules_pseudo,without_nodules,0.9741923001625572,0.5801886792452831,0.8405797101449275,0.0,30.0,30.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726,0,with_nodules_real,with_nodules,0.9897249564778245,0.6668131510416666,0.15668789808917197,0.0,15.0,14.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.172243743899615313644757844726,1,with_nodules_real,with_nodules,0.644683228531427,0.548998555501302,0.22671023326314937,0.0,7.0,8.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969,0,with_nodules_real,with_nodules,0.9894368099391967,0.8901521421567038,0.4208143927834252,0.0,5.0,4.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969,1,with_nodules_real,with_nodules,0.49135297364327457,0.6132780082987552,0.9420454545454546,0.0,4.0,3.0
1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778,0,without_nodules_pseudo,without_nodules,0.9717106661275136,0.18925619834710744,0.23706070287539935,2.0,22.0,16.0
